node	species
ANICW1075-11	Macrobathra isoscelana
ANICW1082-11	Macrobathra nephelomorpha
NSWHN744-11	Macrobathra nephelomorpha
ANICW1139-11	Macrobathra leucopeda
ANICW1140-11	Macrobathra leucopeda
IMLR812-08	Macrobathra sp. ANIC2
EPNG3522-11	Macrobathra sp. AAU2287
EPNG2883-10	Macrobathra metacypha
ANICW1195-11	Macrobathra sp. ANIC8
ANICW1244-11	Macrobathra sp. ANIC18
ANICW1295-11	Macrobathra sp. ANIC34
ANICW1173-11	Macrobathra sp. ANIC3
ANICW1149-11	Macrobathra harmostis
ANICB412-06	Macrobathra sp. ANIC35
ANICB490-06	Macrobathra sp. ANIC37
YAWAN446-14	Macrobathra sp. ACL2485
ANICW1243-11	Macrobathra sp. ANIC17
ANICW1192-11	Macrobathra sp. ANIC7
ANICB413-06	Macrobathra sp. ANIC36
ANICW1248-11	Macrobathra sp. ANIC19
ANICW1390-11	Macrobathra euryxantha
ANICW1388-11	Macrobathra euryxantha
ANICW1161-11	Macrobathra niphadobola
ANICW1182-11	Macrobathra sp. ANIC4
ANICW1382-11	Macrobathra crococosma
ANICW1198-11	Macrobathra melanomitra
ANICW1310-11	Macrobathra sp. ANIC42
ANICW1264-11	Macrobathra heminephela
ANICW1118-11	Macrobathra myriophthalma
ANICW1132-11	Macrobathra xuthocoma
ANICW1227-11	Macrobathra anacampta
ANICW1131-11	Macrobathra hemitropa
ANICW1129-11	Macrobathra hemitropa
IMLR1261-11	Macrobathra arrectella
ANICW1165-11	Macrobathra arrectella
ANICW1277-11	Macrobathra arrectella
ANICW1137-11	Macrobathra melanargyra
ANICW1071-11	Macrobathra epimela
ANICW1398-11	Macrobathra monostadia
ANICW1282-11	Macrobathra embroneta
WALPC1538-14	Macrobathra embroneta
PHLCD859-12	Macrobathra embroneta
ANICW1231-11	Macrobathra constrictella
ASMIJ37624-24	Macrobathra constrictella
IMLR1313-11	Macrobathra euspila
ANICW1292-11	Macrobathra sp. ANIC33
ANICW1251-11	Macrobathra callispila
ANICW1303-11	Macrobathra sp. ANIC38
ANICW1206-11	Macrobathra sp. ANIC9
ANICW1207-11	Macrobathra sp. ANIC9
ANICW1217-11	Macrobathra sarcoleuca
ANICB374-06	Macrobathra sarcoleuca
GBAAK4924-25	Macrobathra sarcoleuca
IMLQ523-08	Macrobathra diplochrysa
ANICW1103-11	Macrobathra diplochrysa
ANICW1105-11	Macrobathra diplochrysa
ANICW1233-11	Macrobathra sp. ANIC14
IMLR1040-11	Macrobathra rubicundella
ANICW1125-11	Macrobathra rubicundella
ANICW1259-11	Macrobathra desmotoma
ANICW1260-11	Macrobathra desmotoma
LEFIA1220-10	Macrobathra chrysotoxa
PHLCD2039-12	Macrobathra aphristis
LOLI271-08	Macrobathra callipetala
ANICW1111-11	Macrobathra callipetala
ANICW1112-11	Macrobathra callipetala
ANICW1399-11	Macrobathra hamaxitodes
ANICW1400-11	Macrobathra hamaxitodes
NSWHA1206-23	Macrobathra philopsamma
ANICW1093-11	Macrobathra philopsamma
ASMIJ17472-24	Macrobathra bigerella
ASMIJ17471-24	Macrobathra bigerella
ANICW1380-11	Macrobathra anemarcha
ANICW1179-11	Macrobathra erythrocephala
ANICW1281-11	Macrobathra platychroa
LOQTF724-10	Macrobathra sp. ANIC6
ANICW1299-11	Macrobathra sp. ANIC6
ANICW1089-11	Macrobathra phryganina
ANICW1143-11	Macrobathra alternatella
ANICW1094-11	Macrobathra alternatella
ANICW1096-11	Macrobathra alternatella
ANICW1146-11	Macrobathra alternatella
IMLS357-12	Macrobathra euryleuca
ANICW1559-11	Macrobathra sp. ANIC26
ANICW1386-11	Macrobathra heterozona
ANICW1097-11	Macrobathra astrota
ANICW1240-11	Macrobathra sp. ANIC16
ANICW1349-11	Mothonodes obusta
ANICW1331-11	Isorrhoa aetheria
ANICW1324-11	Isorrhoa sp. ANIC1
ANICW1316-11	Trissodoris euphaedra
EPNG9568-16	CosmopterigidaeGEN sp. ADA6850
LOQTD823-08	Xestocasis balanochrysa
EPNG8115-12	Xestocasis iostrota
GRSLO300-10	Vulcaniella grabowiella
BGSNL2112-24	Vulcaniella grandiferella
GRSLO311-10	Vulcaniella fiordalisa
BCLEP4069-23	Vulcaniella fiordalisa
LEASX396-21	Vulcaniella pomposella
BGSNL2115-24	Vulcaniella klimeschi
BGSNL2118-24	Vulcaniella rosmarinella
BGSNL2119-24	Vulcaniella rosmarinella
LEAST844-17	Vulcaniella extremella
LEFIJ4502-16	Vulcaniella nr. cognatella
LEASW1289-20	Vulcaniella cognatella
BSNTN033-23	Ramphis libanoticus
BGSNL2110-24	Ramphis ibericus
FRUT341-09	Pyroderces sp. AAG3466
LEUAE809-12	Pyroderces argentata
BSNTN021-23	Pyroderces argyrogrammos
LEUAE819-12	Pyroderces wolschrijni
PMANL3021-14	Pyroderces albistrigella
NZLEP274-20	Pyroderces deamatella
GBAAM19090-25	Pyroderces sp.
LEPWP3113-24	Pyroderces caesaris
BGSNL2107-24	Pyroderces caesaris
LEAST838-17	Pyroderces klimeschi
LPOKD306-09	Stagmatophora wyattella
FBLMV847-09	Stagmatophora heydeniella
LPOKD058-09	Triclonella pergandeella
IRCJD119-15	Triclonella xuthocelis
MNAG727-08	Triclonella antidectis
GONA167-10	Triclonella determinatella
MNAG728-08	Triclonella bicoloripennis
BLPEE540-12	Anoncia BioLep402
BLPEE1135-12	Anoncia BioLep402
BLPEE1588-12	Anoncia BioLep403
ANICW1511-11	Glaphyristis marmarea
NSWHA2999-23	Glaphyristis marmarea
ALSTB1496-17	Limnaecia phragmitella
ANICW1439-11	Limnaecia sp. ANIC9
AMUB233-11	Limnaecia camptosema
IMLR827-08	Limnaecia camptosema
IMLR1290-11	Limnaecia tetraplanetis
ANICW1435-11	Limnaecia sp. ANIC7
ANICB469-06	Limnaecia polycydista
ANICW1415-11	Limnaecia polycydista
ANICW1414-11	Limnaecia polycydista
ANICW1461-11	Limnaecia chionospila
ANICW1403-11	Limnaecia chionospila
ANICW1452-11	Limnaecia sp. ANIC14
ANICW1455-11	Limnaecia sp. ANIC14
ANICW1426-11	Limnaecia sp. ANIC3
ANICW1449-11	Limnaecia sp. ANIC12
ANICW1410-11	Limnaecia cirrhozona
ANICW1431-11	Limnaecia sp. ANIC6
ANICW1460-11	Limnaecia sp. ANIC16
ANICW1406-11	Limnaecia cirrhosema
ANICW1407-11	Limnaecia cirrhosema
ANICW1419-11	Limnaecia sp. ANIC1
LNAUU4266-15	Limnaecia audax
ANICW1423-11	Limnaecia sp. ANIC2
ANICW1443-11	Limnaecia sp. ANIC2
FRUT023-09	Labdia sp. albimaculella
ANIC606-06	Labdia sp. ANIC2
EPNG8970-15	Labdia sp.
ANIC799-06	Labdia deliciosella
GBAAO476-25	Labdia niphosticta
EPNG8957-15	Labdia sp. AAH4360
LOQTF385-10	Labdia sp. ANIC4
ANICW1498-11	Labdia chryselectra
CHIES083-12	Labdia sp. AAH4425
FRUT057-09	Labdia sp. AAK8233
GBAAG5139-25	Labdia sp. 1 SK-2019
NSWHA3014-23	Labdia cyanogramma
LTOLB445-09	Labdia issikii
ANICW1508-11	Labdia apenthes
LEVIE331-12	Labdia stibogramma
MAMTI710-12	Labdia stibogramma
ILECA008-24	Labdia semicoccinea
LEASZ1682-23	Hodgesiella rebeli
BGSNL2102-24	Hodgesiella rhodorrhizella
FRUT067-09	CosmopteriginaeGEN sp. AAG9381
LEFIA1293-10	Phauda mimica
GWOSH796-10	Phauda UB02
GWOSH798-10	Phauda UB02
GBAAZ2605-24	Phauda sp. YF18B013
GBAAY73068-24	Phauda flammans
GBGL0272-06	Phauda bicolor
DEPAL961-23	Agnoea jaeckhi
FBLMU133-09	Agnoea flavifrontella
FGMLM181-18	Agnoea flavifrontella
LEAST373-17	Agnoea langohri
LEFIJ11602-20	Agnoea langohri
LEFIJ11594-20	Agnoea langohri
LEASY137-22	Agnoea latipennella
GBLAB1500-14	Agnoea elsae
BCLEP4190-23	Agnoea subgilvida
FBLMW152-10	Agnoea synchrozella
PHLSA329-11	Agnoea sp. PH01
LEATH397-14	Agnoea colurnella
DTNHM11562-24	Agnoea subochreella
LEAST528-17	Agnoea subochreella
ILECA1707-25	Agnoea fuscifrontella
BBIOP2745-24	Agnoea xanthosoma
BBIOP2749-24	Agnoea amparoella
BBIOP2748-24	Agnoea amparoella
BBIOP4581-25	Agnoea filiella
GMRSA5033-14	Meleonoma flavimaculata
GBAAO459-25	Meleonoma torophanes
GBAAO462-25	Meleonoma fustiformis
GBAAX12798-24	Meleonoma fascirupta
GBAAZ40772-24	Meleonoma mirabilis
GBAAZ23089-24	Meleonoma zeloxantha
GBAAZ43060-24	Meleonoma falsivespertina
GBAAZ12468-24	Meleonoma sp. 2 QW-2019
GBAAZ39096-24	Meleonoma sp. 1 QW-2019
GBAAZ4393-24	Meleonoma malacognatha
GBAAZ6586-24	Meleonoma similifloralis
GBAAZ43933-24	Meleonoma malacobyrsa
GBGL20191-15	Ripeacma acuminiptera
MLQMT021-16	Ripeacma qinlingensis
GBAAZ37686-24	Ripeacma fopingensis
GBAAZ20690-24	Ripeacma umbellata
GBGL19824-15	Periacma delegata
INSSD244-20	Periacma delegata
GBAAZ25654-24	Periacma qujingensis
GBAAZ39646-24	Periacma aduncata
GBAAZ43590-24	Irepacma magnignatha
GBAAZ43651-24	Irepacma sp. NKU WQY0116
GBAAZ41328-24	Epiracma dilatata
ABOLA854-15	Diurnea lipsiella
ARISE1820-26	Diurnea fagella
CNCLA053-13	Dasystoma salicella
ELACA1426-12	Lypusa tokari
FBLMT718-09	Lypusa maurella
LEPO031-24	Amphisbatis incongruella
LTOLB280-09	Dicranoses capsulifex
GBGL8191-12	Eucecidoses minutanus
LNAUT073-14	Eucecidoses minutanus
GBGL40681-19	Eucecidoses minutanus
GBGL40718-19	Eucecidoses minutanus
GBGL40697-19	Eucecidoses minutanus
MISA024-18	Cecidonius pampeanus
LTOL1282-12	Cecidoses eremita
GBMIN15457-13	Cecidoses eremita
GBGL8196-12	Oliera argentinana
GBMIN15453-13	Oliera argentinana
LNAUT076-14	Oliera argentinana
MISA023-18	Andescecidium sp.
LNAUT084-14	Scyrotis pulleni
GBGL40309-19	Antispila cornifoliella
GBGL40311-19	Antispila distyliella
GBGL40324-19	Antispila sp. Hydrangea.chinensisTaiwan
HELA113-14	Antispila hydrangifoliella
GBGL40312-19	Antispila hikosana
GBGL40325-19	Antispila sp. HydrangeaTaiwan
ANTVI015-11	Antispila nysaefoliella
DEEUR2139-19	Antispila metallella
GBGL40328-19	Antispila tateshinensis
GBGL40326-19	Antispila sp. VitisKorea
CNCLA448-13	Antispila freemani
ANTVI037-11	Antispila treitschkiella
ANTVI035-11	Antispila petryi
GBGL40323-19	Antispila sp. CornusJapan
GBGL40317-19	Antispila purplella
ANTVI054-11	Antispila isabella
GBGL40304-19	Antispila ampelopsia
GBAAZ33451-24	Antispila sp.
INSSD2663-21	Antispila sinensis
GBGL40319-19	Antispila sp. Ampelopsis.brevTaiwan
GBGL40318-19	Antispila sp. Ampelopsis.brevTaiwan
HELCN008-17	Antispila kunyuensis
GBGL40307-19	Antispila cleyerella
ANTVI053-11	Antispila Vitis2USA
GBGL40332-19	Antispila uenoi
GMRUG217-18	Antispila uenoi
GBGL40320-19	Antispila sp. Ampelopsis.cantTaiwan
GBGL40308-19	Antispila corniella
HELA058-13	Heliozela resplendella
GBAAZ42071-24	Heliozela sp.
GBAAK030-25	Heliozela sp. KH-2024
HELA062-13	Heliozela unknownVietnamVuQuang
HELB009-19	Heliozela UnknownAusVIC
AFBN839-25	Heliozela hammoniella
ARISE2409-26	Heliozela sericiella
GMLED24262-25	Heliozela lithargyrellum
GBGL40768-19	Heliozela sp. Syzygium.acuminatissimum1Indo
GBGL40761-19	Heliozela sp. AusWA.EvN4521
GBGL40764-19	Heliozela sp. Lesbos.EvN4606
GBGL40757-19	Heliozela eucarpa
ANTVI020-11	Heliozela aesella
GBGL40756-19	Heliozela castaneella
HELB061-19	Heliozela UnknownChile
GBGL40760-19	Heliozela sp. AusWA.EvN4519
HELB007-19	Heliozela ChamelociumAusWA
GBGL40762-19	Heliozela sp. AusWA.EvN4528
GBGL40765-19	Heliozela sp. MelaleucaAusSA
GBGL41805-19	Pseliastis sp. MicrocybeAusSA
GBGL41808-19	Pseliastis sp. RutaceaeAusWA
GBGL41807-19	Pseliastis sp. RutaceaeAusWA
GBGL41810-19	Pseliastis spectropa
HELB071-19	Pseliastis PhebaliumAusWA
HELB019-19	Pseliastis B.ramosaAusWA
GBGL41811-19	Pseliastis xanthodisca
GBGL41801-19	Pseliastis sp. CorreaAusVIC
GBGL41806-19	Pseliastis sp. MicrocybeAusTAS
HELB050-19	Heliozelidae gen B spathulataAusWA
HELB051-19	Heliozelidae gen MelaleucaAusSA
HELB057-19	Heliozelidae gen GrevilleaAusNSW
HELB048-19	Heliozelidae gen B.megastigmaAusWA
HELB025-19	Heliozelidae gen B.megastigmaAusWA
HELB046-19	Heliozelidae gen B.tetrandraAusWA
HELB029-19	Heliozelidae gen B.algidaAusVIC
HELB026-19	Heliozelidae gen DodonaeaAusSA
HELB053-19	Heliozelidae gen DodonaeaAusSA
HELB054-19	Heliozelidae gen PomaderrisAusVIC
HELB049-19	Heliozelidae gen RhadinothamnusAusWA
HELB047-19	Heliozelidae gen B.heterophyllaAusWA
HELB056-19	Heliozelidae gen HibbertiaAusWA
HELB055-19	Heliozelidae gen HibbertiaAusSA
HELB045-19	Heliozelidae gen B.clavataAusWA
ANTVI034-11	Aspilanta oinophylla
ANTVI001-11	Aspilanta voraginella
ANTVI018-11	Aspilanta hydrangaeella
HELA169-20	Aspilanta hydrangaeella
ANTVI044-11	Aspilanta ampelopsifoliella
ANTVI050-11	Aspilanta viticordifoliella
ANTVI041-11	Aspilanta viticordifoliella
ANTVI005-11	Aspilanta Vitis1USA
CNMIE704-14	Aspilanta argentifera
CNCLA447-13	Coptodisca kalmiella
HELA192-22	Coptodisca powellella
LNAUX065-18	Coptodisca powellella
GBGL40580-19	Coptodisca ostryaefoliella
HELA193-22	Coptodisca magnella
RRSSC1277-15	Coptodisca juglandiella
GBGL40590-19	Coptodisca splendoriferella
GBGL40589-19	Coptodisca splendoriferella
ANTVI012-11	Coptodisca lucifluella
GBGL40585-19	Coptodisca sp. CaryaGeorgia
GBGL40564-19	Coptodisca arbutiella
HELA158-18	Coptodisca arbutiella
LRMNH076-17	Coptodisca BerchemiaUSA
HELA154-18	Coptodisca conocarpusUSA
HELA189-22	Coptodisca conocarpusUSA
RCSWN190-24	Coptodisca VacciniumUSA
GBGL40586-19	Coptodisca sp. PopulusCalifornia
LNAUT049-14	Coptodisca cercocarpella
CIOSI43021-24	Coptodisca cercocarpella
ANTVI004-11	Antispilina ludwigi
HELA125-15	Antispilina PersicariaVietnam
GBGL40335-19	Antispilina sp. PersicariaVietnam
ANTVI025-11	Holocacista rivillei
GBGL40931-19	Holocacista capensis
HELA065-13	Holocacista ImpatiensVietnam
HELB063-19	Holocacista LoganiaAusWA
GBGL40939-19	Holocacista sp. LeeaBorneo
SAKBA11766-23	Holocacista varii
HELA071-13	Holocacista Rhoicissus.tridentataSthAfrica
GBGL40934-19	Holocacista sp. DyerophytumUAE
GBGL40940-19	Holocacista sp. PaederiaTaiwan
GBGL40937-19	Holocacista sp. LasianthusSabah
HELA066-13	Holocacista LasianthusBorneo
GBGL40942-19	Holocacista sp. Rhoicissus.tomentosaSthAfrica
GBGL40950-19	Hoplophanes sp. Leucopogon1AusWA
HELB066-19	Hoplophanes Leucopogon2AusWA
GBGL40952-19	Hoplophanes sp. Leucopogon3AusWA
GBGL40953-19	Hoplophanes sp. Leucopogon4AusWA
GBGL40955-19	Hoplophanes sp. Leucopogon5AusWA
GBGL40948-19	Hoplophanes niphochalca
HELB064-19	Hoplophanes AcrotricheAusSA
HELB067-19	Hoplophanes UnknownAusWA
GBGL40951-19	Hoplophanes sp. Leucopogon2AusWA
HELB065-19	Hoplophanes Leucopogon1AusWA
GBAAN6245-25	Hoplophanes sp. 3 MJJ-2024b
GBAAN6276-25	Hoplophanes sp. 3 MJJ-2024b
GBAAN6342-25	Hoplophanes sp. 2 MJJ-2024b
GBAAN6423-25	Hoplophanes sp. 14 MJJ-2024b
GBAAN6250-25	Hoplophanes sp. Prophylactis
GBAAN6452-25	Hoplophanes sp. Prophylactis
GBAAN6275-25	Hoplophanes sp. Prophylactis
GBAAN6344-25	Hoplophanes sp. Prophylactis
GBAAN6351-25	Hoplophanes sp. Prophylactis
GBAAN6241-25	Hoplophanes sp. Prophylactis
GBAAN6292-25	Hoplophanes sp. Prophylactis
GBAAN6535-25	Hoplophanes sp. Prophylactis
GBAAN6272-25	Hoplophanes sp. Prophylactis
GBAAN6320-25	Hoplophanes sp. Prophylactis
GBAAN6314-25	Hoplophanes sp. Prophylactis
GBAAN6469-25	Hoplophanes sp. 13 MJJ-2024b
GBAAN6283-25	Hoplophanes sp. 13 MJJ-2024b
GBAAN6486-25	Hoplophanes sp. 4 MJJ-2024b
GBAAN6248-25	Hoplophanes argochalca
GBAAN6237-25	Hoplophanes sp. 11 MJJ-2024b
GBAAN6269-25	Hoplophanes sp. 15 MJJ-2024b
GBAAN6374-25	Hoplophanes sp. 1 MJJ-2024b
GBAAN6254-25	Hoplophanes sp. 8 MJJ-2024b
LTOL070-06	Axia margarita
GWOSO491-11	Axia margarita
GWOTS450-17	Axia napoleona
GWOSO490-11	Axia nesiota
GWOTS447-17	Axia nesiotaBM01
GWOTS451-17	Axia nesiotaBM02
BLPCH121-08	Doa Janzen01
LNAUS3257-13	Doa dora
LNAUS3256-13	Doa ampla
LNAUS3264-13	Leuculodes lacteolaria
LNAUS3263-13	Leuculodes lacteolaria
ANICH367-10	Homadaula poliodes
LTOLB1177-11	Homadaula albida
PHLAJ048-13	Homadaula wieseri
LPOKC978-09	Homadaula anisocentra
ANICH364-10	Homadaula lasiochroa
ILECA141-24	Zarcinia stshetkini
BLPAA28335-21	Aidos perfusa
LNAUT1524-14	Aidos perfusa
LYHES199-09	Aidos amanda
BLPDR533-10	Aidos amanda
LNAUT1522-14	Aidos amanda
LNAUT1521-14	Aidos amanda
LNOUF331-11	Aidos perfuse
LEFIA978-10	Brachycodilla osorius
LNAUT1530-14	Brachycodilla osorius
LEPPC1035-15	Brachycodilla carmen
LNAUT1525-14	Brachycodilla carmen
LNAUT1528-14	Brachycodilla carmen
LNAUT3517-15	Brachycodilla carmen
LNAUV1718-17	Brachycodilla carmen
FRUT075-09	Miscera basichrysa
ANICF586-10	Miscera basichrysa
ANICF579-10	Miscera sp. ANIC1
ANICF575-10	Miscera resumptana
ANICF572-10	Miscera holodisca
ANICF568-10	Miscera micrastra
ANICF571-10	Miscera mesochrysa
ANICF565-10	Miscera centropis
BETAM355-17	Pseudocossus boisduvalii
ANIC570-06	Synechodes coniophora
DBHKM019-12	Phycodes minor
GSCMW1156-10	Brachodes staudingeri
LEASZ979-22	Brachodes staudingeri
GSCMB413-12	Brachodes straminella
LEPWP3672-24	Brachodes norbertkeili
GSCMB406-12	Brachodes fasciatus
GSCMB407-12	Brachodes fallax
GSCMB403-12	Brachodes rasata
GSCMB1045-12	Brachodes rasata
PBLEA536-11	Brachodes exilis
GSCMB1015-12	Brachodes fulgurita
GSCMB1036-12	Brachodes nana
GSCMB1037-12	Brachodes nana
GSCMB1031-12	Brachodes beryti
GSCMB1016-12	Brachodes candefactus
GSCMB1019-12	Brachodes candefactus
GSCMB998-12	Brachodes appendiculata
GSCMB415-12	Brachodes appendiculata
GSCMB416-12	Brachodes appendiculata
GSCMB412-12	Brachodes rhagensis
GSCMB1023-12	Brachodes anatolicus
GSCMB417-12	Brachodes pumila
GSCMB1011-12	Brachodes pumila
GSCMB1041-12	Brachodes mesopotamica
GSCMB1033-12	Brachodes orientalis
GSCMB1028-12	Brachodes flavescens
DEPAL160-20	Brachodes funebris
GSCMB1032-12	Brachodes nanetta
LNOUD2399-12	Nigilgia seyrigella
LTOLB1412-11	Sagalassa nr. atriflava
LNAUW1653-17	Sagalassa atriflava
LTOL217-07	Compsoctena sp.
PMANK922-08	Compsoctena sp.
LSER338-06	Compsoctena sp.
LEFIA1059-10	Compsoctena aedifica
BHULP356-22	Compsoctena sp. 4 CG
ANICH416-10	Eucryptogona sp. ANIC1
PMANK792-08	Eriocottis sp.
LEPO026-24	Eriocottis nicolaeella
BCLEP4386-23	Eriocottis fuscanella
LEPO025-24	Eriocottis paradoxella
BBIOP3374-24	Eriocottis paradoxella
LEFIA1094-10	Deuterotinea casanella
GMLWD22885-25	Deuterotinea casanella
ILECA1648-25	Deuterotinea balcanica
BLGSM025-09	Korscheltellus lupulina
ALLEP002-13	Korscheltellus gracilis
CGUKB188-09	Korscheltellus fusconebulosa
ABOLE245-24	Triodia sylvina
CGUKA831-09	Triodia sylvina
LNAUY2059-19	Triodia sylvina
LEASW1090-20	Triodia adriaticus
BIOSC261-24	Triodia laetus
BIOSC262-24	Triodia laetus
GBAAZ49219-26	Palpifer qinglai
GBAAZ48618-26	Palpifer bazi
BCIOM175-19	Philoenia sp. 1YB
ANICM504-10	Jeana robiginosa
ANICM508-10	Jeana delicatula
ANICM510-10	Jeana delicatula
LSAFA021-13	Gorgopis libania
LNAUZ1458-22	Gorgopis libania
GWOTO476-15	Gorgopis fuscalis
BIOSC772-24	Zenophassus schamyl
ABOLE658-25	Pharmacis carna
PHLAE622-11	Pharmacis anselminae
LEASZ473-22	Pharmacis bertrandi
GWORZ177-10	Pharmacis aemilianus
PHLAE615-11	Pharmacis claudiae
CNCLA128-13	Sthenopis thule
CNAH004-04	Sthenopis auratus
CGCM297-08	Trichophassus giganteus
CGCM296-08	Trichophassus giganteus
GBMIN81305-17	Wiseana signata
GBGL41903-19	Wiseana umbraculata
GBGL41888-19	Wiseana cervinata
GBGL41886-19	Wiseana cervinata
GBGL41898-19	Wiseana fuliginea
GBAAY63507-24	Thitarodes sp.
GBAAW38239-24	Thitarodes sp.
GBAAW38238-24	Thitarodes sp.
GBAAY63508-24	Thitarodes sp.
LNAUT010-14	Ogygioses caliginosa
LNAUT012-14	Ogygioses eurata
GBAAZ38430-24	Ogygioses maoershana
DBHKM012-12	Endoclita sinensis
LNAUY1394-19	Endoclita sinensis
GBAAZ43285-24	Endoclita sinensis
GBAAZ49000-26	Endoclita sinensis
GBGL40628-19	Endoclita minanus
GBGL40627-19	Endoclita davidi
GBGL40629-19	Endoclita nodus
MHMXD227-06	Phassus huebneri
LNAUY1181-19	Parapielus luteicornis
CGCM253-08	Dalaca stigmatica
LTOLB1186-11	Dalaca variabilis
LTOLB1163-11	Dalaca variabilis
ANIC019-06	Trictena argyrosticha
IMLQ742-08	Trictena argyrosticha
ANICM748-10	Trictena sp. ANIC1
ANICM692-10	Trictena atripalpis
LSM1752-11	Trictena atripalpis
ANICM747-10	Trictena barnardi
LNSWC320-06	Abantiades hyalinatus
ANICM724-10	Abantiades albofasciatus
WALPA4345-13	Abantiades aurilegulus
ANICM697-10	Abantiades sericatus
ANICM705-10	Abantiades leucochiton
ANICM707-10	Abantiades leucochiton
WALPB2456-14	Abantiades ocellatus
WALPA3614-13	Abantiades ocellatus
WALPA2421-12	Abantiades ocellatus
WALPA3617-13	Abantiades ocellatus
ANICM702-10	Abantiades marcidus
ANICM730-10	Abantiades aphenges
ANICM718-10	Abantiades barcas
WALPA3619-13	Abantiades hydrographus
ANICM753-10	Abantiades labyrinthicus
ANICM708-10	Abantiades labyrinthicus
ANICM701-10	Abantiades sp. ANIC1
GWORD377-07	Abantiades latipennis
GWORD382-07	Abantiades latipennis
GWORD379-07	Abantiades latipennis
LNSWB540-05	Abantiades latipennis
LSM865-11	Abantiades latipennis
LSM464-11	Abantiades latipennis
LNSWC303-06	Abantiades magnificus
ANICM712-10	Abantiades magnificus
ANICM732-10	Bordaia pica
ANICM735-10	Bordaia pica
ANICM737-10	Bordaia furva
ANICM739-10	Bordaia karnka
ANICM742-10	Bordaia sp. ANIC1
ANICM744-10	Bordaia sp. ANIC2
CROAB11056-21	Pseudodalaca Grehan01
BLPEB847-11	Pseudodalaca Malaise7238
BLPEC116-11	Pseudodalaca Malaise2775
CRCBC19861-23	Pseudodalaca Malaise1404
CRCCI4773-24	Pseudodalaca Malaise5334
CGCM067-08	Cibyra meridionalis
CGCM022-08	Cibyra meridionalis
CGCM080-08	Cibyra meridionalis
GMAGN012-15	Cibyra meridionalis
CGCM124-08	Cibyra dorita
CGCM127-08	Cibyra dorita
CGCM100-08	Cibyra verresi
CMHEP003-09	Cibyra munona
ARMOT135-12	Cibyra munona
CGCM078-08	Cibyra ferruginosa
CMHEP124-11	Cibyra assa
CMHEP126-11	Cibyra assa
CGCM113-08	Cibyra monoargenteus
GBAAO1405-25	Zelotypia stacyi
GMADG095-16	hepMalaise01 Malaise1122
MATRX1458-22	hepMalaise01 Malaise9212
CGCM145-08	Schaefferiana epigramma
CGCM143-08	Schaefferiana epigramma
CGCM146-08	Schaefferiana epigramma
CMHEP103-09	Schaefferiana epigramma
MNAD231-07	Gazoryctra mathewi
CNAH003-04	Gazoryctra mathewi
WAGL087-15	Gazoryctra mathewi
CNCLA374-13	Gazoryctra wielgusi
LNAUT1557-14	Gazoryctra wielgusi
LEFID218-10	Gazoryctra uralensis
DSCNI035-07	Gazoryctra hyperboreus
AKLEP380-23	Gazoryctra novigannus
CGLCA001-10	Gazoryctra CG sp. A
WAGL078-15	Gazoryctra mcglashani
CNCLB4114-17	Gazoryctra roseicaput
CNCLA657-13	Gazoryctra roseicaput
CNCLB4119-17	Gazoryctra roseicaput
CNAH001-04	Gazoryctra sciophanes
LNCC1036-11	Gazoryctra sciophanes
LNCC1721-13	Gazoryctra sciophanes
LEFIF618-10	Gazoryctra ganna
PHLAB1016-10	Gazoryctra ganna
LEALT288-16	Gazoryctra ganna
CNCLA427-13	Gazoryctra pulcher
LNAUT651-14	Prototheora cooperi
LNAUT655-14	Prototheora geniculata
ANICM497-10	Elhamma australasiae
ANICM599-10	Fraus nanus
ANICM605-10	Fraus basidispina
ANICM575-10	Fraus quadrangula
IMLR217-08	Fraus crocea
ANICM623-10	Fraus crocea
ANICM614-10	Fraus furcata
ANICM620-10	Fraus fusca
ANICM619-10	Fraus fusca
ANICM569-10	Fraus bilineata
ANICM572-10	Fraus tedi
ANICM570-10	Fraus basicornis
ANICM565-10	Fraus minima
ANICM616-10	Fraus pilosa
ANICM627-10	Fraus simulans
ANICM632-10	Fraus polyspila
ANICM634-10	Fraus polyspila
ANICM586-10	Fraus latistria
ANICM591-10	Fraus distispina
ANICM638-10	Fraus griseomaculata
ANICM603-10	Fraus biloba
WALPA123-12	Fraus biloba
ANICM595-10	Fraus pteromela
ANICM584-10	Fraus serrata
ANICM589-10	Fraus linogyna
ANICM642-10	Fraus pelagia
ANICM643-10	Fraus pelagia
ANICM592-10	Fraus orientalis
ANICM594-10	Fraus orientalis
ANICM756-10	Oxycanus australis
ANICM476-10	Oxycanus niphadias
ANICM455-10	Oxycanus occidentalis
LOTSE198-09	Oxycanus antipoda
ANICM465-10	Oxycanus antipoda
ANICM464-10	Oxycanus antipoda
ANICM466-10	Oxycanus antipoda
ANICM801-10	Oxycanus hamatus
LOTSD470-08	Oxycanus stellans
ANICC269-09	Oxycanus subvaria
ANICM487-10	Oxycanus subvaria
ANICM807-10	Oxycanus rosaceus
ANICM482-10	Oxycanus lamnus
ANICC271-09	Oxycanus sp. ANIC15
ANICM779-10	Oxycanus aedesima
ANICM776-10	Oxycanus aedesima
ANICM783-10	Oxycanus beltista
ANICM467-10	Oxycanus sirpus
ANICM759-10	Oxycanus dirempta
ANICM473-10	Oxycanus armatus
ANICM460-10	Oxycanus poeticus
